ID,var1,var2,var3,var4
005B1C55B3204B5813BE69A54C9CA1458961F3CD37CEA034D083F6F530C18B78,1,2,3,4
00611CEE5B32A5F9AE58F810D8C838FB6014F7469743CFEFC85A4828CDE26812,1,2,3,4
00615DF680E975B5B2878938A48B01F538362F4938A17AC1544E535DA7792F16,1,2,3,4
0061EE1A8544575E1E53586A4DB9EEBAAFD99CED0FE2D0CDEB40942AB9093C4A,1,2,3,4
00628265AD8F379315AAC8EEAB69FBE96AC9EE870BB9D9213E23EE9C1B7F3221,1,2,3,4
006395CACCA3CF59976A447A4A2C8A29D51A576E782D8D483A336420859FA6CE,1,2,3,4
0063CBFE1D196EBDDCD19F4CC2DA6EDC22A51C76DCED1B4298D73D8BB3A302F7,1,2,3,4
006642BB8C165802B399A096C56197E827116A38CFCA134D3A2E2179A8F4DAF3,1,2,3,4
00692A31DBE60D7025539C1E3C48B7A42095D53D796F03863EBCFABE7300AB7D,1,2,3,4
00698263C4B06297E92EE1769A65992C5771DE7229EDD60BD16C6F4416237C61,1,2,3,4
0069A08CB95C15E1C25F81273693C469D4FB17F90BC03C9F65EB08B8EA39D7EC,1,2,3,4
006A8590C4634A7380CDF3655C7341880F55D63BCB19C700CEF80E9611E79277,1,2,3,4
006C634F955F8129A178130CF9C80A9C3E4EBB164E9C46D85220C03BE70C5184,1,2,3,4
006F82444381906255E4A279750290CFD71143014B736E85F584D640FDB56BE5,1,2,3,4
0071C7185F9EFA99FD7F549875787BEC3DD9D8DA08EB408C6A840CAADA9794EF,1,2,3,4
00746F882252686EA98D237CF7C4CCD61371FC999EB420711D7EE864047989D4,1,2,3,4
00756DC466701B3231C9956DFF0EEFA30817E94D72941FFB3F9FD5CEB2EA6223,1,2,3,4
0075BA5595B28BA9809BA4F174BFE3B6DC13150B06E6F6C884341408F0FABE6A,1,2,3,4
0076DA34CEF3C60E337AC0BFA2F1081FC982209C80DBDB61E12995465BED6ED4,1,2,3,4
0077BB17F132E77E7C3D8385ADE8AB2D2B4F7B20CA97F465F258468E3CE2A3AF,1,2,3,4
00789B1C5F0BAF2997C2AE34AAD1C10B8D38B726E2C85788C8AF7BAE0DC0E581,1,2,3,4
0079300E5679E3B5299836EC0472251E386C7B0B8669AD15C4F70FB223A705A2,1,2,3,4
007A1C7736901A4AFAF9C2674B5D9645186B6697AC0CBA36A045C5AD7DAE070A,1,2,3,4
007CD583C4F8F3B86DB96915D8FA11F9D8F0E2DE937EC5350396EC098CA21E2E,1,2,3,4
007D992FA33D6DC214977417A494186D04FC95A35819472D2FA57637A7FC74FF,1,2,3,4
0082631CFAFAEB48A5324E9BA6FAD5A83EC5975F86793980BF7CA81D54511EEA,1,2,3,4
0086D084D985C2946F12D8B27F4CC4AE341FBF92B441D7F12D9EFCF239E7B237,1,2,3,4
00874040CB0DA5BE730536D4C73E194B0E5D5EB422810CA3E3EAD30A2A3516CB,1,2,3,4
00876727C3C1E59E88C30C69C0CE2C9D44A59601C1E5DE27149BAA4C86D85293,1,2,3,4
008775433DE5E1C20C4A84E7EDB6523406E517F8217E8C34FAC3F544C0B5D8E2,1,2,3,4
008C89775A61D780B7808FD3B2E54A846BC5BE1395A1AD4B7F24A3B99E3D90B4,1,2,3,4
008D7C29CA9CE626746CBC095EE08B311AE2611D4C9CCAFE6745E6033647129B,1,2,3,4
008E1BEFC5178CA5EF7EECDABDBBE4AFCD19194712FD8DBB2BB793B5A15FC3AA,1,2,3,4
009113FDB335054BD72D46B3600A04C30A5884F6BEE7802CCA8C560673F90D6C,1,2,3,4
00914E34BED88EDBB8926D25EEFC4C2D39A8CDE3799A70EACE03B9CCD21DA87B,1,2,3,4
0094182444D12C9F2948CA33D44C418868DF7FE5FD09BCAB130F6DA57B5848E8,1,2,3,4
00953A5ADF578E13E0FA50176552FD412238EB3A201291698A9CA135E5469D1F,1,2,3,4
0098718E4FE959D3F7DAA4309FB5C0AD70F7772CCDC386F59597F8126987833A,1,2,3,4
0098CBB21B8B15171068A553A51A58DAEC33A681551B686506E91F0CC0F8AE20,1,2,3,4
009B9874129FDA7DE63CF932863BDACABDD538411F13A1B378318051CD72F8F3,1,2,3,4
009BA611232D20D2D42750B0038A9967E05E85FCC94DEFFD39ECF90B4361E3E4,1,2,3,4
009CD29D002368B47A72AEA78113347D6DC7015E44BB383A807673D3BD3EC68D,1,2,3,4
009D75D49188FC7488BD8E3BAEE82A28392A123AB11D4C84EACEE53A0C09E479,1,2,3,4
009F72830BB8EB5FA7E95AFBA2E5C4F52AC1C56F0B232602C5E36875B0E64DCD,1,2,3,4
00A27B157C8CD69D51DB4A498EE0E8E460BF0F1C644E67F18E8FA17833E0BB1C,1,2,3,4
00A767931348DAEE08F2E9209185FD3F17FFDD5CFFD5C1D5C4BA5F1038CDFCC6,1,2,3,4
00A95BD33673C1D5ED717C7B35ADED21FD44336357E0724AE5DAAAB466BB5ABF,1,2,3,4
00AC05F27831160CBDA4ECE6ADDF2754C13DFB397A2394E5F041204DF047A0BC,1,2,3,4
00ACF6E10EE65BD77965C428B0FAE74FCF47517B83C8AFBFECE9B102E8F833EF,1,2,3,4
00B077E526911C2EF3077463602DC73CF6608615CB1F31E9C56B7B72CF2A912C,1,2,3,4
00B4017B043A3A804FD5DCF8167E3D743BB286034A0B9DA764A663DC3020D37C,1,2,3,4
00B5C6C89DEF9E6E05C552A3F5E96E999CCCB4FE4107FE11F7E0C7C35E1E000A,1,2,3,4
00B5E4430EE2DC191BA8EE2F3E6621C25A3F8ACF63003AED18896B4A3B74D83A,1,2,3,4
00B6342CA5C36B151D2B2B200A92E5E5D3CC89771F3B89786D4825ED0C339B4F,1,2,3,4
00B7173D354B4CF455BA78C2CCA470955491B9EADCD7B88197CA8C48D3D737C3,1,2,3,4
00B75BC01542D4A4C8D62DE30B42982EF86BC45F0AA96BD4D0121336BC7207F1,1,2,3,4
00B76E9962D9055B63A643223040F74671512A75E48003B5A2732CF77E0ADDF0,1,2,3,4
00B8886B621B6B9444885AA57B25D9ECB65E112FF6133B7E34D3FE106D9C7EF1,1,2,3,4
00BADED7C05DFBDE2C47985CC7C79A9E1BAD659D9CA6108874499D31F442F92B,1,2,3,4
00C27EB95B178CAD9E7DA171280056583E71D60F6C31B24F24D19B60C8AFCB7E,1,2,3,4
00C65D2B8237AC7417FD998220B2F5C4CCFB72278B0AEDB987939D5399DB9409,1,2,3,4
00C681D7D0C5E5FC967E65D202F54190216B91BB86CE95BD6BA0B42D5B6D45BE,1,2,3,4
00C7BC66B0F56DD15AAB73F5661C0049A984F4310FF555C8E7A6C5DFE43FE6CE,1,2,3,4
00C96C8F9A14F09AF282AC12D205A8B41E33A502EB10BE2BB211581AA69CAF53,1,2,3,4
00C984AA771A444914F970409FD1A1A3583DEEDB764F4C57148B96B5CC051D2B,1,2,3,4
00CB57915C52C4F4DCC68FCDB05BBBF31E0FC73790F8425BB79319148ADA5D99,1,2,3,4
00CC7F4E6ED8CD24ED59ABFECCA08B10ADE88636E616474C38ABEABB75A7AC34,1,2,3,4
00CF1017A8C8C49A5BD8157AF3C4CD84FB56EEC0C454DB69EE3271A3EC861C72,1,2,3,4
00D257EF32385945E6C60D3B1A051ABD6F7EFD0B6FAD65AA1FFE81841FCAE40E,1,2,3,4
00D468B4B7BDC4D661B2488D8DCC1A17467A1F642287A3B920D7DA320D25E0BC,1,2,3,4
00D4FDED23D27C0069F2323432AEA96F50D2C6BB56C8B2EB66F7DA7F3696165E,1,2,3,4
00D6C01AB2DE0A1C91C8C3938B598268A73E27B35658BE9AE0544BEF955905D0,1,2,3,4
00DABA664C7121CFD0BCC6DD6FC89B219D5981789C9E0AA9B56E5877CF143F0E,1,2,3,4
00DB9061EC35CAC21A4147EBCE1267C7A41449B5CAD18B10A0E626FD6E89A35C,1,2,3,4
00DBD04BA783079E37F14F2194605339CECB78F451BBCC1317B1CECD86ADF471,1,2,3,4
00DD696A7A91BB9A24D2AA6583DEE9C967DDB0C97828091E28CFEAA5D977A3D8,1,2,3,4
00DE002FDF328595AA84C9EFC08BFB026A08064E9D25516C5F1B69091C0C6A30,1,2,3,4
00DE20205224750BEE30B2C595D8A0DA7FAC14FD9DA8744A744B6ED1E0035070,1,2,3,4
00DE35DF2EC6175839B54CFEB6B194DE00A787497783267A11310924B1486961,1,2,3,4
00DF7EF492CE5235C164B842E6E872B37E9201B35A2B8983A7A809AAD93DB88C,1,2,3,4
00E17C320082ED4C10D393763DA394EAC094285CD6E3F1A894BF85BA05153A22,1,2,3,4
00E2F313301579E1D5EA8D87D02C4E2CDBFE6DFB2C8CAAB46660404366CDD5F1,1,2,3,4
00E42ECDE8A72ED614308F0A67326B2E9D3E898FB2E171F79948E0E155193FD2,1,2,3,4
00E46B8038A83C959E710F5DA03D485AAADE5561C1847326506A818567F62249,1,2,3,4
00E9658798890E0F080A3915A268C6DF578C005ABB2A7828A8943FF332862380,1,2,3,4
00E9C1AF8460FE30E075779AEE6999BB5A6F5E9F77B1896B835E4757E7AE1616,1,2,3,4
00EB7BD8E97C33C92EAFE7FCAFF4769B45B41666A15FA4896A96BBE293EFE832,1,2,3,4
00EBD9D27DCA4D905883AFEAC77A2BB21ACF50E2756B5EAB96881F8AA3980C1C,1,2,3,4
00ED0129A79E8E80AAE9BE4A33D0B5FBA7030B55B7C5A458C4D08DB48DE66272,1,2,3,4
00EFF3820D625BBE5512A283A8BA87A95B3CBECE72C2862FBF4615CCDACE6D28,1,2,3,4
00F16BDA146A7C3F5D8E2465705F5A448B691F6E0C1FF36BF890A4B99027E6D4,1,2,3,4
00F1BC3C88FA85CCBBE81E278D27E422178D60F310C35277E10FF06F4B0C0F80,1,2,3,4
00F2311F3C4C53677FE22BC9CF38CD514D1761233EBD99D9C8583546173E6946,1,2,3,4
00F3A503E682E922A6A27A5DEDAEE2A3CEB8CA4281E258F4E550854D9FC68100,1,2,3,4
00F5AD819F34BE152E64166571BA9D4D3884EEA5672B79667C2A6A684AAD08CF,1,2,3,4
00FF760788177BDC5CE98380081A63575A6006ED69339C5E2B8EAD4561437B93,1,2,3,4
0101B2D184952018F3E6C12EC8CB98EFFDD26947618925CE03B56D08DBB70A42,1,2,3,4
0101C3DDCBF7A34B803D806E75D27A5518A656D3B84A159FC68A9D9C49163E1C,1,2,3,4
01068261EA6B036E3B22D4242915CF9FA29EC8A1574B0B05F3099E631CD827DA,1,2,3,4
01070A943BBBC06FF924AB038FC17B273542238F04595C78D74E5E7D9D2895F5,1,2,3,4
010774E9E721CE92320EACC2D6FAF9083B614D18B840B28C42388D63B24AEDC2,1,2,3,4
010892F60CF024D2CE8FD4F27D2EFF794516AE0DEF23EFE75C87B6D76B5D60E0,1,2,3,4
0108A3C9264AABDFF4C5231A6D744584C32E693501D304A8FEF962ACF470EE6C,1,2,3,4
0108F457DEA55CD6BDA211BB29DB1C6A7FDD86E85D5295D2C9024AE73F7AE5E3,1,2,3,4
010D687303C031AC2FBB7B917303427A5C59CB88FD34D71674FC31E160307E26,1,2,3,4
010DA7385670DF1587264D3D5B800F620F1F412DA7951A95BDB0B7A3ABE7668C,1,2,3,4
010DCD5535454E1585E50FF21012119AFE3193DAF98FF2F5B1DAF4E2CD1BC988,1,2,3,4
010DCF42BB1BCCF0AC61E2EBD1DF4DB641BE10CC781742B8FBD12E75F121D96D,1,2,3,4
010DD1E87814426498B2D395E43140A1CDAE8500CE3AC0142A738932A958A3A1,1,2,3,4
010F12155DDB1BB17A37469EB3F4A107A001A437F6900B66EA8CF85D7A4F05CA,1,2,3,4
010F717939FD495E3D1D674DF9ABD3D264291D4E0448056398B74C79E6E1DCA6,1,2,3,4
01119F50493965846BC1A0ABB5EE5782A587D320B2D70FA1D62A8679D7BDF0C4,1,2,3,4
0111DC479FF903F57C0A806F91850FE285C92D390D47FD2F9EEB28B498EE678C,1,2,3,4
0113109EFA3B3387A268C9BC5A4EA8C8C71157544DE6E7B5D189A503F7D8AFA5,1,2,3,4
0114548E910A7550AF99EE14E83D92F95CDD005B76B4FBCDA0276A16D064274B,1,2,3,4
01177746BF13A5C355544C888C8ED4E68AADD12E687ACB7E199D637B7937C471,1,2,3,4
011C25A56D1B15ED0E6495B599717C91C6CBCF9841DA990DB662A2A8D9A1FD13,1,2,3,4
011D2797DC9ECE37EA602D94E75EB0E6DDD150E73CA2F9BE6C06A494DAD866AD,1,2,3,4
011D528FE5C75BFAEFA018B23F5255F9B85F6BC079AF46C5C4E9ABB9D68FD5E5,1,2,3,4
011EAE072A487788B0405EEA2297CFDDF81F22A952D08198DE659271FDAD1A26,1,2,3,4
011EB1D3110C52022E3DB0278B95E3EDBA5FE4CA50C5986F273129C99BCB83F0,1,2,3,4
0121CD6424486FEEE45C93F0E92B567F64E0F530BA46B58184E1FD12A4E20129,1,2,3,4
0122B6119A41270F1546021C03A21D479217BC30CF12F73C1070C3E4BC45E95D,1,2,3,4
01258CFA7099E40F2E42B28924858A9C84E8CFC2D82C17B6AA71527A0FBDF227,1,2,3,4
0127B204FAC48C283766FCED45C01C0CEE2F16C1B0CA0A508EDDBDEE95590037,1,2,3,4
0127EF760F9518E9FF08C00CB946BCA9F935A090CA2698A617FFBC87A67A5A96,1,2,3,4
0128C1F08C6FB2EF2E0EB10310AAF105D21C8AA5069613611A48ED5A234107F1,1,2,3,4
01297E288D369A7C7F05E9E600A72C7174AEDC4DFEE4FC3D284E82DB110016EB,1,2,3,4
012A34A3929C0588D60265749E3E9AC1B35DDD7BB6F8337149FD0935C04A6980,1,2,3,4
012A69E143DA3169BE752CB07072C84BC068E9696BB529A0A5AE912ECD0AFBB1,1,2,3,4
012B409096494D7166E393AF607AF3BFCEA7C241CCBD01F26D6518368624959E,1,2,3,4
012CD54BD0F1249664F38B578BCEF5FE00686E59F8DCA73902CCC3459155C084,1,2,3,4
012E741ACFB8A73A48ADF57C69F34813A4EA6F62B4416C88E95D4094B1B420E1,1,2,3,4
012EB5215218FA5A948528BFE65ACCF6736281699A4FEB575B0D00E516D021AD,1,2,3,4
01307EE3E27B6E8A64350EF43265C053210F67A771B91FE83141C0795CD9C4B0,1,2,3,4
0130DA55F50BD8DD9EA687516B5F8D3D3706B6B08B1A7A464CF56F12CA315DB7,1,2,3,4
0131221BFDF6303966D233467B1284D0394BBEBBF0A35937F6B5749C09A9E77C,1,2,3,4
0133061155626F33F3B4E02207668CE957FC12ED779D2A999F6BBC9EDA7FE7D1,1,2,3,4
01367B5C2080A051B179F38C5552E9F44228C237222D19B42D897F6DC9246AAB,1,2,3,4
01370DE1F64C1870FBA40D3F0D4365C513BB79D0DCB5D8C963D32ED2BBCA3372,1,2,3,4
01380112818683E3A6703E667068FD65F20145C7CC3FA08C39B9F99066ED72DF,1,2,3,4
01389A13FC9CAEDD443A14819863492C6F2221FDA99D0F709F1FDAB5CFDCA33F,1,2,3,4
0138D517645E5C62F3E6B68C3D69AA8ABA67BE2BF0435271B4785F40217E53F1,1,2,3,4
01394AE39B2C0C4973D4BF5ADD539BBEDEFC8232F892EB834A1EB6CEC4DD3DE7,1,2,3,4
0139658A4BE4D30571D730C91CA450173A404CCC94304B82082A4DAD4BE0C6E6,1,2,3,4
013D2A3592535BFC0F15CE9C364E4074BD0E6A793354633549D2D4CFA2B24DFF,1,2,3,4
013DF8D5C1114EF21E61ED66890E671663795A7F7DBDB50F936F073326ABAB73,1,2,3,4
013F9BD54D11B6DB59AEF395FD12FF9DA0C1C79CD8E58BCE2DDFD7011BCED4B4,1,2,3,4
013FA3C16D25846ABE1F3CCAA61F55A8712A4A178B8FDEE3E063E0FFB96DD498,1,2,3,4
01402423303DC9D4CC71391BEA93ACB4D860CCEE56CA1575724672AF248ECF64,1,2,3,4
0140C06BC50370EE8A5536C1FF554F76FF93E0716172BDE772A2F3B7167817D8,1,2,3,4
014329125AE91881C3B844778DCB7C485254366157BE423492E7407DB6B26E15,1,2,3,4
0144B28ADBEDBCCB8A95CCE670BFA27C354AFB6108407AC1571A80597072FDE2,1,2,3,4
014565C643543B452FAAB5EF3C938852F185240865C27670D92EF6B5F5088F49,1,2,3,4
0149601F42C34E0F28CCC631EEB69405351253A260082B9839426DE8AA833FA5,1,2,3,4
0149A5D8756758E5859A20DE17872FB09820098B852B5BD10DA961145DBB5DDC,1,2,3,4
0149BEAB32DF1AF55FF5895C4CB49791F2D7F5F2958C160262C24070121371BD,1,2,3,4
014A26DD4909E77A03C312C81B31E8EEA4C0F4E3FC2196C8FD83AE839794DD21,1,2,3,4
014BADDE60A42D3FB4F978E5AB66AA5A037FD7ED4D2CB73AFD4604F4186FE135,1,2,3,4
014BCE8A41A4BF83FDCACC3908B312CF6C59FEA3B532FFD919B97D6F785A28A8,1,2,3,4
014C422DE012EDD35596DA7C3FF8F78B426A88E66EFE05B7D3D9DC7FC45CA2FB,1,2,3,4
014EBB5475FD920CF0F6CA3098FCBC965EAE2157FDEC0389125F2937B98F5056,1,2,3,4
014EDE18EE177275A8A6D7D515C05197DDA46270C32732976CE97B614F995052,1,2,3,4
0150AFA1E3C1AA3DF26AD70734EF0777FEB5049B25C0C23FA942C5CBE662BA2C,1,2,3,4
0151C29A965D0EAB6D101531023967CDAD7DD0FF9CA8D010BC6581EB676D1810,1,2,3,4
015344F716D6CC8B1EB0BAFCC7FDC6A974E683ABBF7009FAB116A387978E620E,1,2,3,4
015360DC16507D072818CEBC46335BBB0E5DFB5B14AC67D23AF9CB050A29EF87,1,2,3,4
0153D5C6F3DCE225AB8CCA51E09252342FDC82ED16ED52E5AF5129E3B6F1A8D4,1,2,3,4
0157143F971E8BC937E0111AF8833591177E3936F1BAEE49F0BC1E3FBAB64202,1,2,3,4
01595175C5EAA357A8822142EE7CF2B6F785D3EA8ED3989B89FC9BA7CFBB26D7,1,2,3,4
0159BC16EDC3C13F1C3DBA4BE4C8573FE599F7B5A65880E6D2038CA98C9B72C9,1,2,3,4
015B6A0AD0D6380FD3DA7D214D792E18F6E82BEB72E55C197F9B6216F3B2D0DB,1,2,3,4
015B8E6AEF2385BAE91D0C02A3BE5D74320F989A3E77850FE02EF385B3E94351,1,2,3,4
015C9849585D590819B31AA6EE3E4D39B13BDDA309E65835FA1D0AAD01EA2817,1,2,3,4
015D3C74BF1B4547D8591720115CBAD7F2A28CAFA8F693EC73FDCCB5E4139926,1,2,3,4
015E392F0A353862B37D388F1D5386EE76D2B3F69C0520B829307E220CE58473,1,2,3,4
01607FF852740C18B0C75B04DF12BBC53AA146159A56B9AFB124D546B02E2A14,1,2,3,4
01618CF7BF07283D51F9C679DFB19BEADBEA4B77651FFDF8E6F88555A2AE957F,1,2,3,4
016227D6ECBA4FA32AA30B6BD7A478142DB4B50D0D87BDEB9B15442FAAD16281,1,2,3,4
0162F06F13A588376BEDBEE097FA42255E402D7CBA8E6217CA88958EB03C6FE5,1,2,3,4
0165514511C7164AA28C003943F1DC4908A80B527EF73B63FDD60A4351B67046,1,2,3,4
01666CC6745BFE7CF62AE6DF669A8AD45788890016D2A57E0167DDCECCEBCEDB,1,2,3,4
01684263FB5D624E468A01EB12251F785227EF4FE1C44B95260552928851CFC1,1,2,3,4
0168948A97EE13BB17FD4F0760387FC2B126FBFAD72A71B39B62C71B829A8331,1,2,3,4
0168AD0EA53F513597CA7AA7238C3513483D5992A5E7CFB0CDE02437719EFC0B,1,2,3,4
016BA5B69A0139F5645ACAD84DE2FBAABB3AC3579EB9619D6D1F7D6ACB0675A7,1,2,3,4
016DF72F878A0C9EF87E4316AD4A6F33113A72F1F8CFBDEAECC086854AE708AC,1,2,3,4
016FAAD316131DA8F30C32FE622DEF1A2B245C00E298DD156C4ED8CE0D5A5208,1,2,3,4
017003BC20CD99B3D58C636EECC994EFA93CEBAE14AB343387858057CEAD74F1,1,2,3,4
01723E9442C5C40AB111C22E571902FC881D8C86EA6E814E2A90018802F451E4,1,2,3,4
017288AAE0D90CD6F93FD649FF19EB638E58395042CB3AE0858EE9AB30777844,1,2,3,4
017337E630EA890A45E382D23FF07A33FD263B2D3F3638993F3EC469848753FB,1,2,3,4
01742FDE22970F11A329B90DFEF6713A9A8DB9637E9B124157121E75AFA5EEA7,1,2,3,4
0175DCB9B2D0355CE078DDF23C0C0CCC28DFD97CB6ADEB6C68612580B2B529ED,1,2,3,4
0176E95CE30ABBF875EA60A6705E50CA005154FFC9467A15AAF0ACA64C7A9348,1,2,3,4
017858FB48F506728DAEB61B059C723F1879A0969692B472809B2B70BC23C963,1,2,3,4
0179C9679ACBA4C8B20BF189C9E96DD36FCB2017583D1424460D21F1471B3ECF,1,2,3,4
017CCB439373033219E5804DC92CDE2C8FDFEED1DDEFA1B0A466ED192DBA5736,1,2,3,4
017D5DF9A0E269B8357E079861AAE08A383AEF330305A0A1277038B66E6DDC9B,1,2,3,4
